,player_name,teams_played_for,league,games,minutes_played,goals,npg,assists,xG,xA,npxG,xG90,xA90,npxG90,position,shots,key_passes,yellow_cards,red_cards,xGBuildup,xGChain
607,André Gomes,Valencia,La_liga,33,2562,4,4,1,3.348931404,2.567200322,3.348931404,0.11764396,0.090182681,0.11764396,M S,38,25,8,1,8.466010787,13.12708668
608,Víctor Rodríguez,Elche,La_liga,36,2894,4,4,2,4.105443334,3.780782239,4.105443334,0.127674464,0.117577886,0.127674464,F M S,39,40,5,0,4.859391647,10.42227586
609,Denis Cheryshev,Villarreal,La_liga,26,1698,4,4,9,5.430408996,7.296610519,5.430408996,0.287830865,0.386746141,0.287830865,F M S,65,34,7,0,3.242245859,12.9549833
610,Thievy,Almeria,La_liga,29,1787,4,4,1,5.262701934,1.354466923,5.262701934,0.265049342,0.068216017,0.265049342,F M S,32,15,6,1,0.752351779,6.625659311
611,Sergio Canales,Real Sociedad,La_liga,36,2564,4,4,3,4.253075121,1.959999389,4.253075121,0.149288908,0.068798731,0.149288908,F M S,56,32,3,0,3.519134978,8.201278588
612,Sergi Darder,Malaga,La_liga,34,2776,4,4,0,4.829602758,2.164819125,4.829602758,0.15657934,0.070185058,0.15657934,M S,60,24,10,1,3.913860039,9.384772695
613,Stéphane Mbia,Sevilla,La_liga,23,1461,4,4,0,3.10528293,0.252849918,3.10528293,0.19129053,0.01557597,0.19129053,M S,23,6,9,0,5.002885532,6.482083424
614,Toché,Deportivo La Coruna,La_liga,25,979,4,4,1,4.208418112,0.395827027,4.208418112,0.386882155,0.036388593,0.386882155,F S,20,4,5,0,0.087754009,4.164019164
615,Mario Pasalic,Elche,La_liga,31,2205,3,3,0,4.447162693,1.395971265,4.447162693,0.181516845,0.056978419,0.181516845,M S,30,11,5,0,5.309871243,8.990558461
616,Miranda,Atletico Madrid,La_liga,23,2027,3,3,2,1.139171459,0.754726546,1.139171459,0.050579887,0.033510305,0.050579887,D,6,6,8,1,2.768141385,2.963817257
617,Éver Banega,Sevilla,La_liga,34,2194,3,3,3,1.930124812,5.156250544,1.930124812,0.079175585,0.21151438,0.079175585,M S,35,43,11,0,8.181382181,11.36901531
618,Fran Rico,Granada,La_liga,31,2547,3,1,1,2.602924721,1.893428253,1.116369503,0.091976139,0.066905592,0.039447686,M S,20,40,13,0,4.552086879,5.760959752
619,Víctor Sánchez,Espanyol,La_liga,34,2576,3,3,3,2.396817239,1.641392644,2.396817239,0.083739733,0.057346793,0.083739733,M S,23,18,16,0,4.669189064,6.722396564
620,Ander Capa,Eibar,La_liga,34,2422,3,3,1,2.857848002,2.241287574,2.857848002,0.106195838,0.08328484,0.106195838,F M S,33,20,6,0,1.702843558,6.47987566
621,Saúl Berjón,Eibar,La_liga,34,2414,3,3,7,3.441036488,5.985009578,3.441036488,0.128290507,0.223136231,0.128290507,F M S,55,43,4,0,1.772237614,8.064177514
622,Adrián Embarba,Rayo Vallecano,La_liga,14,830,3,3,3,1.354723133,1.164633146,1.354723133,0.146897689,0.126285522,0.146897689,M S,22,11,1,0,1.284038544,3.133768193
623,Morales,Levante,La_liga,36,2800,3,3,3,2.70332838,3.086835628,2.70332838,0.086892698,0.099219717,0.086892698,D F M S,43,39,3,0,2.850053954,6.662274377
624,Lucas Vázquez,Espanyol,La_liga,33,2751,3,3,6,4.099910445,5.402851461,4.099910445,0.134130113,0.176756318,0.134130113,M S,37,53,5,0,4.502105022,11.46831638
625,Jesé,Real Madrid,La_liga,16,524,3,3,2,1.584917575,1.86538762,1.584917575,0.272218667,0.320391004,0.272218667,F S,9,10,2,0,3.220811895,6.543627686
626,Diego Godín,Atletico Madrid,La_liga,34,3060,3,3,0,3.091446811,1.750685982,3.091446811,0.090924906,0.051490764,0.090924906,D,24,5,11,0,3.236223627,4.080552459
627,Fernando Torres,Atletico Madrid,La_liga,19,884,3,3,1,2.759656383,1.35123416,2.759656383,0.280960491,0.137569089,0.280960491,F S,23,6,3,0,0.075145697,3.791574458
628,Mario,Villarreal,La_liga,34,2834,3,3,2,3.27264956,1.377133962,3.27264956,0.103930297,0.043733965,0.103930297,D M S,35,23,5,0,8.113510726,11.88088725
629,Charles,Celta Vigo,La_liga,28,1098,3,3,1,5.74251393,1.435280992,5.74251393,0.470697863,0.117645983,0.470697863,F S,28,14,6,0,1.460949831,6.529167809
630,Roque Santa Cruz,Malaga,La_liga,12,914,3,3,1,2.49136333,0.499798942,2.49136333,0.24532024,0.049214338,0.24532024,F S,25,10,0,0,1.044205377,3.662843522
631,Javi Fuego,Valencia,La_liga,35,3007,3,3,1,0.558295287,1.049371378,0.558295287,0.016709869,0.031407856,0.016709869,M S,9,5,8,1,8.341209069,8.542761549
632,Rodrigo,Valencia,La_liga,31,2083,3,2,4,6.7294039,2.972264219,5.986254221,0.29075677,0.128422362,0.258647566,F M S,54,29,5,2,3.908320596,11.96473769
633,Mikel Rico,Athletic Club,La_liga,36,2801,3,3,2,2.296623036,0.694725051,2.296623036,0.073793671,0.022322476,0.073793671,M S,33,19,3,0,4.56460998,6.987981837
634,Reyes,Sevilla,La_liga,19,1229,3,3,4,3.73729809,4.348619957,3.73729809,0.273683343,0.318450607,0.273683343,M S,30,36,5,0,3.436196961,9.772037819
635,Celso Borges,Deportivo La Coruna,La_liga,17,1479,3,2,0,2.937578101,0.764121579,2.194300491,0.178757288,0.046498271,0.133527413,M,23,16,6,0,3.565666847,4.410788823
636,Iñigo Martínez,Real Sociedad,La_liga,34,3030,3,3,0,2.567494532,0.577857551,2.567494532,0.076262214,0.017164086,0.076262214,D,20,5,6,0,4.640093631,4.860200121
637,Mateo Musacchio,Villarreal,La_liga,14,1134,3,3,0,0.764688257,0.356226552,0.764688257,0.060689544,0.028271949,0.060689544,D S,5,2,2,0,2.139110539,2.282290414
638,Diego Mainz,Granada,La_liga,23,1721,3,3,0,1.799352735,0.245236859,1.799352735,0.09409747,0.012824705,0.09409747,D S,10,3,3,0,1.660033356,1.750575494
639,Ivan Cavaleiro,Deportivo La Coruna,La_liga,34,2399,3,3,3,4.144961073,2.448333846,3.401683449,0.155500832,0.09185079,0.127616303,F M S,41,36,6,0,2.643932067,7.300342832
640,Fernando Soriano,Almeria,La_liga,28,1442,3,3,1,2.860948659,1.028648159,2.860948659,0.178561289,0.064201341,0.178561289,M S,33,15,9,0,2.318651358,4.577155868
641,Diego Castro,Getafe,La_liga,32,2268,3,3,0,3.781246019,1.468673307,3.037968409,0.150049445,0.058280687,0.120554302,F M S,39,21,7,0,4.163031064,7.677939519
642,Edu Albácar,Elche,La_liga,18,1438,3,2,3,1.318960465,0.874031372,0.575682811,0.082549681,0.054702937,0.036030218,D S,14,13,7,0,2.262363393,2.300749274
643,Manu del Moral,Eibar,La_liga,28,1703,3,3,1,2.972977387,2.174481786,2.972977387,0.157115658,0.11491683,0.157115658,F M S,46,12,2,0,1.734282108,5.054258569
644,Luis Alberto,Malaga,La_liga,15,572,2,2,1,2.305773864,0.880165538,1.562496195,0.362796587,0.138487585,0.245847303,M S,19,16,1,0,0.343138345,1.533396965
645,Sergio Escudero,Getafe,La_liga,30,2212,2,2,2,1.566277964,1.467183234,1.566277964,0.063727404,0.05969552,0.063727404,D M S,39,15,7,1,2.886618977,5.357814256
646,Coke,Sevilla,La_liga,22,1818,2,2,3,1.660991784,3.359443594,1.660991784,0.082227316,0.166309089,0.082227316,D S,20,15,6,0,4.388871044,7.757901717
647,Rubén Rochina,Granada,La_liga,19,1128,2,2,1,3.657435401,0.782396231,3.657435401,0.291816654,0.062425231,0.291816654,M S,41,12,4,0,1.747009563,5.367420908
648,Isaac Cuenca,Deportivo La Coruna,La_liga,27,1482,2,1,2,2.288198266,1.127790675,1.544920642,0.138959409,0.068489312,0.093821092,M S,29,16,1,0,1.25485344,3.513172815
649,Jeremy Mathieu,Barcelona,La_liga,28,2103,2,2,0,1.026347545,1.411026439,1.026347545,0.043923575,0.060386296,0.043923575,D S,11,5,5,0,9.84889245,10.11288705
650,Arda Turan,Atletico Madrid,La_liga,32,2349,2,2,4,2.755208926,4.508592427,2.755208926,0.10556356,0.172743005,0.10556356,F M S,27,36,7,0,8.132538214,11.04211357
651,Miku,Rayo Vallecano,La_liga,7,218,2,2,0,1.629875064,0.877455365,1.629875064,0.672884201,0.362252215,0.672884201,F S,7,7,0,0,1.541894509,3.787154378
652,Mehdi Lacen,Getafe,La_liga,30,2601,2,2,2,0.62260416,0.779616779,0.62260416,0.021543397,0.026976359,0.021543397,M S,17,26,7,0,5.329238381,6.30949901
653,Pedro León,Getafe,La_liga,25,1468,2,2,5,3.852154823,2.913927337,3.852154823,0.23616753,0.178646771,0.23616753,M S,45,28,1,0,1.832149258,5.82247213
654,Pablo Sarabia,Getafe,La_liga,35,2607,2,2,5,3.683585947,7.42916185,3.683585947,0.127166373,0.256472791,0.127166373,F M S,45,69,10,0,3.739415603,10.12545307
655,David Zurutuza,Real Sociedad,La_liga,16,996,2,2,0,1.234667492,0.534925589,1.234667492,0.11156634,0.04833665,0.11156634,M S,7,8,2,0,1.861821124,2.912522184
656,Marcelo,Real Madrid,La_liga,34,2930,2,2,7,2.260535436,6.264860539,2.260535436,0.069436242,0.192435989,0.069436242,D S,25,50,9,0,20.03346881,25.73969122
657,Pepe,Real Madrid,La_liga,27,2223,2,2,2,0.533388806,1.945277583,0.533388806,0.021594688,0.078756177,0.021594688,D S,12,12,4,0,9.744137727,10.60782262
658,Koke,Atletico Madrid,La_liga,34,2885,2,2,10,2.995619465,7.135083385,2.995619465,0.093450867,0.222584924,0.093450867,M S,44,65,9,0,6.676636221,9.629387168
659,Pablo Hernández,Celta Vigo,La_liga,29,1341,2,2,1,2.867391717,1.172467602,2.867391717,0.192442397,0.078689101,0.192442397,F M S,26,15,5,0,3.664103374,6.29153192
660,Iago Aspas,Sevilla,La_liga,16,438,2,2,1,2.635784039,2.964409634,2.635784039,0.54159946,0.609125267,0.54159946,F M S,15,13,2,0,1.60022768,5.495251965
661,Bruno,Villarreal,La_liga,24,2085,2,1,1,2.191312936,1.878457074,1.448035327,0.094589048,0.081084478,0.062505122,M S,23,19,3,0,7.907804541,9.187544657
662,Jonathan dos Santos,Villarreal,La_liga,28,1627,2,2,1,1.015206768,1.936634755,1.015206768,0.056157719,0.107127921,0.056157719,M S,15,26,5,0,6.39667408,8.32190107
663,Denis Suárez,Sevilla,La_liga,31,1606,2,2,4,3.653519064,3.665084707,3.653519064,0.204742662,0.205390799,0.204742662,M S,32,29,2,0,3.435502149,8.563384622
664,Raúl Albentosa,Eibar,La_liga,17,1530,2,2,2,1.510936076,0.948937207,1.510936076,0.088878593,0.055819836,0.088878593,D,9,4,5,0,0.670232449,0.889372412
665,Ignacio Camacho,Malaga,La_liga,25,2207,2,2,2,1.309783534,0.593331911,1.309783534,0.053412106,0.024195683,0.053412106,M,19,13,11,0,3.991632078,5.066891226
666,Toni Kroos,Real Madrid,La_liga,36,3066,2,2,7,2.055964641,4.554136608,2.055964641,0.060351213,0.133683071,0.060351213,M,34,71,6,0,19.43210808,22.00944245
667,Víctor Camarasa,Levante,La_liga,24,1808,2,2,1,0.966586025,0.604694284,0.966586025,0.048115455,0.030100932,0.048115455,D M S,20,9,6,0,3.190850784,4.345153851
668,Etxeita,Athletic Club,La_liga,24,1970,2,2,0,1.9674346,0.069017367,1.9674346,0.089882799,0.003153078,0.089882799,D S,7,3,5,1,1.619687803,1.688705176
669,Beñat,Athletic Club,La_liga,28,1713,2,2,2,0.858405892,2.811249153,0.858405892,0.045100134,0.147701357,0.045100134,M S,25,34,4,0,3.926166843,5.061954903
670,Iturraspe,Athletic Club,La_liga,25,1811,2,2,0,0.63389476,1.176701443,0.63389476,0.031502224,0.058477708,0.031502224,M S,11,10,6,0,2.498219141,3.760417707
671,Grzegorz Krychowiak,Sevilla,La_liga,32,2718,2,2,1,2.090004061,1.051431682,2.090004061,0.069205432,0.034815619,0.069205432,M S,34,5,13,1,8.390256641,9.005105298
672,Alberto Lopo,Deportivo La Coruna,La_liga,30,2676,2,2,0,0.638866911,0.300536502,0.638866911,0.021486555,0.01010773,0.021486555,D,10,2,14,1,1.640861781,1.787687721
673,Raúl Baena,Rayo Vallecano,La_liga,28,2347,2,2,0,1.499284503,0.180828881,1.499284503,0.057492802,0.006934214,0.057492802,M,16,5,13,1,4.302656641,5.051989327
674,Sandro Ramírez,Barcelona,La_liga,7,142,2,2,0,1.857078731,0,1.857078731,1.177021731,0,1.177021731,S,8,0,0,0,1.284411646,3.034936637
675,Ángel Lafita,Getafe,La_liga,15,1076,2,2,1,2.223873252,0.30590182,2.223873252,0.186011703,0.025586583,0.186011703,F M S,34,4,3,0,1.262728982,3.020595482
676,Haris Medunjanin,Deportivo La Coruna,La_liga,24,1494,2,1,0,2.588418939,1.136136724,1.101863676,0.155928852,0.068441971,0.06637733,M S,28,18,4,0,1.836630898,2.347987879
677,Alfred Finnbogason,Real Sociedad,La_liga,25,779,2,2,1,2.257683694,0.720823154,2.257683694,0.26083637,0.08327867,0.26083637,F S,14,8,3,0,1.059155392,3.671869658
678,José Rodríguez,Deportivo La Coruna,La_liga,25,1500,2,2,1,2.320319884,0.877855574,2.320319884,0.139219193,0.052671334,0.139219193,M S,24,13,6,0,2.492937479,5.442061203
679,Míchel Macedo,Almeria,La_liga,14,1205,2,2,0,1.678316366,0.783145476,1.678316366,0.12535143,0.058492193,0.12535143,D S,14,7,1,2,0.918196604,2.10668458
680,Jonathan,Almeria,La_liga,27,1552,2,2,1,3.300547509,2.807490166,3.300547509,0.191397729,0.162805486,0.191397729,F M S,36,21,3,0,2.185445605,5.899216432
681,Javier Espinosa,"Almeria,Villarreal",La_liga,21,1006,2,2,0,1.866095934,2.005187942,1.866095934,0.166946952,0.179390571,0.166946952,M S,14,19,4,0,2.105884503,4.76301456
682,Fredy Hinestroza,Getafe,La_liga,33,1837,2,2,2,2.995033613,1.324144356,2.995033613,0.146735452,0.064873703,0.146735452,F M S,34,14,6,0,2.432618943,4.901984094
683,Xavi,Barcelona,La_liga,31,1778,2,2,8,2.168979041,6.042457506,2.168979041,0.10979084,0.305861179,0.10979084,M S,28,53,1,0,16.47930696,20.90496989
684,Rodrigues,Elche,La_liga,31,1556,2,2,1,1.911053265,1.954508901,1.911053265,0.1105365,0.113050001,0.1105365,M S,32,13,6,1,0.754959784,4.313735764
685,Raúl Navas,Eibar,La_liga,29,2459,2,2,0,0.692452217,0.142911648,0.692452217,0.02534392,0.005230601,0.02534392,D S,13,3,7,2,1.340446109,1.399944891
686,Emiliano Insúa,Rayo Vallecano,La_liga,24,1790,1,1,2,0.805902443,0.928491803,0.805902443,0.040520235,0.046683945,0.040520235,D S,16,19,7,0,2.441865219,3.67927206
687,Joel Campbell,Villarreal,La_liga,16,1213,1,1,0,1.921680527,2.609557875,1.921680527,0.142581408,0.193619298,0.142581408,F M,24,23,1,0,2.094597345,5.473908918
688,Nyom,Granada,La_liga,34,2990,1,1,0,0.718391648,1.756275632,0.718391648,0.021623829,0.052864484,0.021623829,D,11,20,9,0,3.30283233,5.338705089
689,Mario Suárez,Atletico Madrid,La_liga,20,1126,1,1,0,1.539217409,0.344761276,1.539217409,0.123028034,0.027556407,0.123028034,M S,13,8,9,0,1.220148906,1.673785701
690,Gerard Deulofeu,Sevilla,La_liga,17,795,1,1,5,2.387968846,2.121355807,2.387968846,0.270336096,0.240153488,0.270336096,F M S,16,15,0,0,0.816526707,4.248524319
691,Carles Gil,Valencia,La_liga,8,261,1,1,1,0.536546478,0.616910024,0.536546478,0.185016027,0.212727594,0.185016027,M S,3,8,0,0,0.308705464,1.240841769
692,Lucas Orban,Valencia,La_liga,22,880,1,1,1,0.840503693,0.242761977,0.840503693,0.085960605,0.024827929,0.085960605,D S,1,3,4,0,1.780624013,1.853658099
693,Rodrigo de Paul,Valencia,La_liga,25,711,1,1,4,1.685594665,3.178033571,1.685594665,0.213366413,0.40228273,0.213366413,F M S,23,17,3,1,2.525935315,6.132797442
694,Álvaro Arbeloa,Real Madrid,La_liga,22,1104,1,1,5,1.959478378,2.480839973,1.959478378,0.159740085,0.202242389,0.159740085,D S,3,19,7,0,7.422471158,9.737575348
695,Antonio Barragán,Valencia,La_liga,34,2846,1,1,2,0.525854682,1.126868296,0.525854682,0.016629277,0.035635329,0.016629277,D M S,5,12,8,0,7.097229183,8.258421138
696,Isaac Success,Granada,La_liga,19,918,1,1,1,2.222688297,0.867455507,2.222688297,0.217910617,0.085044658,0.217910617,F S,14,7,1,0,0.301526021,3.042885326
697,Diogo Figueiras,Sevilla,La_liga,24,1841,1,1,2,0.935142234,1.722646201,0.935142234,0.045715807,0.0842141,0.045715807,D M S,19,14,7,0,5.062916035,6.696033824
698,Nico Pareja,Sevilla,La_liga,26,2280,1,1,1,0.619187582,2.29375793,0.619187582,0.024441615,0.090543076,0.024441615,D,9,9,6,0,3.422224579,5.231836563
699,Timothée Kolodziejczak,Sevilla,La_liga,18,1576,1,1,0,0.15832012,1.2090417,0.15832012,0.009041124,0.06904426,0.009041124,D,4,4,3,0,4.441218652,4.983128197
700,Daniel Carriço,Sevilla,La_liga,28,2517,1,1,0,0.667721732,0.325074438,0.667721732,0.023875628,0.011623639,0.023875628,D M,14,4,8,1,4.165221991,4.532929881
701,Jean-Sylvain Babin,Granada,La_liga,34,3031,1,1,0,1.123868121,0.278231872,1.123868121,0.033371208,0.008261586,0.033371208,D,11,6,2,0,2.024441171,2.179082846
702,Jordi Alba,Barcelona,La_liga,27,2336,1,1,3,2.623541661,3.402689062,2.623541661,0.101078232,0.131096753,0.101078232,D,18,27,6,1,14.66483084,18.62773667
703,Sergio Busquets,Barcelona,La_liga,33,2493,1,1,2,0.748958026,1.55591529,0.748958026,0.027038196,0.056170227,0.027038196,M S,7,17,7,0,22.19501565,22.83165177
704,Rafinha,Barcelona,La_liga,24,1149,1,1,1,1.063296099,0.924274029,1.063296099,0.083286901,0.072397444,0.083286901,F M S,12,8,2,0,11.08878877,12.76413668
705,Munir,Barcelona,La_liga,10,467,1,1,1,2.889255118,0.27694557,2.889255118,0.556815761,0.053372808,0.556815761,F S,18,4,0,0,2.015436711,4.148789611
706,Paco Montañés,Espanyol,La_liga,25,1060,1,1,1,1.179540268,1.380974773,1.179540268,0.100149645,0.117252575,0.100149645,M S,19,8,2,0,2.040683875,4.016013205
707,Mauro Dos Santos,Almeria,La_liga,29,2297,1,1,0,0.681796811,0.109695125,0.681796811,0.02671385,0.004298024,0.02671385,D S,11,2,6,2,0.909083415,0.988990149
708,Dani García,Eibar,La_liga,34,2972,1,1,2,0.37799488,0.538088031,0.37799488,0.011446682,0.016294725,0.011446682,M,17,12,10,1,3.69257802,4.161881838
709,Antonio Amaya,Rayo Vallecano,La_liga,19,1591,1,1,0,0.372085236,0,0.372085236,0.021048191,0,0.021048191,D,5,0,6,0,2.473696388,2.473696388
710,Roberto Trashorras,Rayo Vallecano,La_liga,33,2890,1,1,4,1.792302277,4.091575673,1.792302277,0.055815642,0.127419312,0.055815642,M,42,57,11,0,8.348096491,10.31290133
711,Jozabed,Rayo Vallecano,La_liga,23,1158,1,1,1,0.263365819,1.628108365,0.263365819,0.020468846,0.12653692,0.020468846,M S,11,19,2,0,2.740186344,3.639231066
712,Simao Mate,Levante,La_liga,27,1999,1,1,0,0.919579418,0.274705453,0.919579418,0.041401775,0.012367929,0.041401775,M S,14,8,10,0,1.419548984,1.516739055
713,Rubén García,Levante,La_liga,27,1358,1,1,2,1.840426991,1.251685085,1.097149354,0.121972334,0.082954093,0.072712402,M S,21,19,2,0,2.47167047,3.94452328
714,Damián Suárez,Elche,La_liga,34,3040,1,1,1,0.405686921,1.935809458,0.405686921,0.012010468,0.057310148,0.012010468,D,14,20,11,1,5.597442894,6.628984717
715,Juan Rodríguez,Getafe,La_liga,34,2769,1,1,0,0.907679132,0.276498784,0.907679132,0.02950203,0.008986959,0.02950203,D M S,22,6,6,0,3.096322704,3.773455488
716,Emiliano Velázquez,Getafe,La_liga,27,2355,1,1,1,0.853208552,0.455644935,0.853208552,0.032606696,0.017413182,0.032606696,D,9,2,5,1,1.553901498,1.569579589
717,Aritz Elustondo,Real Sociedad,La_liga,4,323,1,1,0,0.429780684,0.050929714,0.429780684,0.119753132,0.014190942,0.119753132,D,3,1,2,0,0.271411169,0.342450999
718,Markel Bergara,Real Sociedad,La_liga,30,2120,1,1,0,0.631864136,0.321717903,0.631864136,0.026824421,0.013657836,0.026824421,M S,13,10,9,0,2.724509047,3.1680583
719,Alberto De la Bella,Real Sociedad,La_liga,23,1902,1,1,2,0.753919087,1.614497486,0.753919087,0.035674405,0.07639578,0.035674405,D S,12,19,4,0,2.537445279,3.926348515
720,Rubén Pardo,Real Sociedad,La_liga,28,1916,1,1,6,0.891375086,1.805711065,0.891375086,0.041870437,0.084819413,0.041870437,M S,23,28,5,0,2.388199346,3.534019416
721,Nacho,Real Madrid,La_liga,14,636,1,1,0,0.165574674,0.122682691,0.165574674,0.023430378,0.017360758,0.023430378,D S,2,1,1,0,3.920767348,4.086342014
722,Luka Modric,Real Madrid,La_liga,16,1310,1,1,3,1.600829983,1.414025333,1.600829983,0.109980686,0.097146779,0.109980686,M,15,19,4,0,11.48484093,13.5531756
723,Augusto Fernández,Celta Vigo,La_liga,30,2109,1,1,0,2.176792839,0.473083757,2.176792839,0.092893009,0.020188496,0.092893009,D F M S,36,7,11,0,7.465169592,8.952926874
724,Giménez,Atletico Madrid,La_liga,20,1752,1,1,3,0.384470956,2.134873632,0.384470956,0.01975022,0.109668166,0.01975022,D S,7,8,3,0,2.351356801,2.983914092
725,Hugo Mallo,Celta Vigo,La_liga,28,2343,1,1,0,1.035188507,0.772769984,1.035188507,0.039763963,0.029683866,0.039763963,D M S,12,14,6,0,3.889574103,5.34358003
726,Theo Bongonda,Celta Vigo,La_liga,8,120,1,1,1,0.514654934,0.220959693,0.514654934,0.385991201,0.16571977,0.385991201,S,1,2,0,0,0.083858475,0.304818161
727,Manu Trigueros,Villarreal,La_liga,33,2423,1,1,1,2.567545349,2.562899619,2.567545349,0.095368998,0.095196437,0.095368998,M S,38,42,9,0,7.565562647,10.11221296
728,Samu Castillejo,Malaga,La_liga,34,2357,1,1,5,2.961257484,3.687541831,2.961257484,0.113073048,0.140805585,0.113073048,M S,31,27,5,0,3.446603138,9.166103862
729,Juanfran,Deportivo La Coruna,La_liga,34,2752,1,1,1,0.874790995,2.362020552,0.874790995,0.028608717,0.077246312,0.028608717,D M S,33,33,4,0,2.657020639,5.308339972
730,Faycal Fajr,Elche,La_liga,34,2567,1,1,4,2.680669269,7.161489509,1.937391629,0.093985288,0.251084556,0.06792569,F M S,32,67,1,1,5.049425244,9.019999214
731,Pedro Mosquera,Elche,La_liga,25,2145,1,1,1,0.662166106,0.330090512,0.662166106,0.027783193,0.013849952,0.027783193,M S,20,11,5,0,4.517284377,4.965938132
732,Recio,Malaga,La_liga,30,1471,1,1,2,0.972569707,0.769780741,0.972569707,0.059504605,0.047097394,0.059504605,M S,15,21,10,0,1.643177764,2.312184277
733,Ricardo Horta,Malaga,La_liga,31,1513,1,1,1,2.444391618,1.158709929,2.444391618,0.145403335,0.068925244,0.145403335,M S,39,18,3,0,2.049634882,5.161626938
734,Duda,Malaga,La_liga,25,874,1,1,1,1.964446569,1.445699308,1.221168933,0.202288548,0.148870638,0.125749661,M S,20,17,4,1,2.126792863,3.921564229
735,Nabil El Zhar,Levante,La_liga,17,665,1,1,2,0.866474164,1.004032271,0.866474164,0.11726718,0.135884067,0.11726718,M S,10,16,3,0,0.433222748,1.293614546
736,Guilherme Siqueira,Atletico Madrid,La_liga,25,2083,1,1,1,1.497177382,1.268487351,0.753899731,0.064688413,0.054807423,0.03257368,D S,11,13,5,2,2.939465661,4.18784084
737,Eneko Bóveda,Eibar,La_liga,35,3138,1,1,3,1.498587625,1.736524761,1.498587625,0.042980525,0.049804725,0.042980525,D M,23,15,5,0,1.749442963,2.941249728
738,Iñaki Williams,Athletic Club,La_liga,19,1310,1,1,1,2.494563429,1.354575228,2.494563429,0.17138222,0.09306242,0.17138222,F M S,30,12,1,0,1.185788887,3.16176174
739,Muniain,Athletic Club,La_liga,25,2040,1,1,1,3.238109885,2.146373393,3.238109885,0.142857789,0.094692944,0.142857789,M,29,28,7,0,4.173199518,8.527145678
740,Borja Viguera,Athletic Club,La_liga,20,955,1,1,0,2.80738367,0.855278146,2.80738367,0.264570189,0.080602129,0.264570189,F M S,24,10,0,0,0.730810089,3.909217639
741,Elustondo,Real Sociedad,La_liga,19,1152,1,1,0,0.181564944,0.240126936,0.181564944,0.014184761,0.018759917,0.014184761,D M S,6,6,1,0,1.827470083,2.068709044
742,Markel Susaeta,Athletic Club,La_liga,31,1807,1,1,7,2.527128488,4.93647796,2.527128488,0.125866942,0.245867746,0.125866942,M S,31,53,2,0,3.515179328,7.290100395
743,Gurpegi,Athletic Club,La_liga,23,1426,1,1,0,0.414692855,0.073571965,0.414692855,0.026172761,0.004643392,0.026172761,D S,4,1,7,0,1.282212073,1.282212073
744,Cabral,Celta Vigo,La_liga,35,3086,1,1,0,1.52227984,0.170700995,1.52227984,0.044395718,0.004978318,0.044395718,D,18,5,9,1,7.660420182,8.027956135
